mass,mass_balance,mass_balance_trend
1.4230,-0.0000,-0.0001
1.4230,0.0000,-0.0001
1.4230,-0.0000,-0.0001
1.4229,-0.0001,-0.0001
1.4229,-0.0001,-0.0001
1.4229,0.0000,-0.0001
1.4229,-0.0000,-0.0001
1.4228,-0.0001,-0.0001
1.4227,-0.0001,-0.0001
1.4228,0.0000,-0.0001
1.4228,0.0000,-0.0001
1.4231,0.0004,-0.0001
1.4236,0.0004,-0.0001
1.4240,0.0004,-0.0001
1.4243,0.0003,-0.0001
1.4243,0.0001,-0.0001
1.4241,-0.0003,-0.0001
1.4238,-0.0003,-0.0001
1.4236,-0.0001,-0.0001
1.4234,-0.0002,-0.0001
1.4226,-0.0008,-0.0001
1.4214,-0.0012,-0.0001
1.4203,-0.0011,-0.0001
1.4196,-0.0007,-0.0001
1.4190,-0.0006,-0.0001
1.4177,-0.0013,-0.0001
1.4156,-0.0021,-0.0001
1.4138,-0.0018,-0.0001
1.4127,-0.0012,-0.0002
1.4108,-0.0019,-0.0002
1.4094,-0.0014,-0.0002
1.4071,-0.0023,-0.0002
1.4051,-0.0020,-0.0002
1.4033,-0.0018,-0.0002
1.4010,-0.0023,-0.0003
1.3985,-0.0025,-0.0003
1.3962,-0.0023,-0.0003
1.3941,-0.0021,-0.0003
1.3920,-0.0021,-0.0003
1.3892,-0.0028,-0.0004
1.3869,-0.0023,-0.0004
1.3843,-0.0026,-0.0004
1.3820,-0.0023,-0.0004
1.3796,-0.0024,-0.0005
1.3772,-0.0024,-0.0005
1.3746,-0.0026,-0.0005
1.3718,-0.0028,-0.0005
1.3687,-0.0030,-0.0006
1.3659,-0.0028,-0.0006
1.3635,-0.0024,-0.0006
1.3609,-0.0026,-0.0006
1.3582,-0.0027,-0.0007
1.3550,-0.0032,-0.0007
1.3517,-0.0033,-0.0007
1.3492,-0.0025,-0.0008
1.3463,-0.0029,-0.0008
1.3438,-0.0025,-0.0008
1.3412,-0.0026,-0.0008
1.3384,-0.0028,-0.0009
1.3352,-0.0032,-0.0009
1.3327,-0.0025,-0.0009
1.3301,-0.0026,-0.0009
1.3275,-0.0026,-0.0010
1.3245,-0.0030,-0.0010
1.3218,-0.0027,-0.0010
1.3186,-0.0032,-0.0011
1.3164,-0.0022,-0.0011
1.3133,-0.0031,-0.0011
1.3107,-0.0026,-0.0011
1.3082,-0.0025,-0.0012
1.3061,-0.0021,-0.0012
1.3034,-0.0027,-0.0012
1.3012,-0.0022,-0.0012
1.2983,-0.0030,-0.0013
1.2951,-0.0032,-0.0013
1.2919,-0.0032,-0.0013
1.2887,-0.0032,-0.0013
1.2862,-0.0026,-0.0014
1.2830,-0.0031,-0.0014
1.2801,-0.0029,-0.0014
1.2773,-0.0028,-0.0015
1.2740,-0.0033,-0.0015
1.2713,-0.0027,-0.0015
1.2685,-0.0027,-0.0015
1.2654,-0.0031,-0.0016
1.2624,-0.0030,-0.0016
1.2593,-0.0031,-0.0016
1.2566,-0.0027,-0.0017
1.2534,-0.0032,-0.0017
1.2507,-0.0027,-0.0017
1.2482,-0.0026,-0.0018
1.2450,-0.0032,-0.0018
1.2425,-0.0025,-0.0018
1.2397,-0.0028,-0.0018
1.2370,-0.0027,-0.0019
1.2343,-0.0027,-0.0019
1.2314,-0.0029,-0.0019
1.2287,-0.0027,-0.0019
1.2261,-0.0026,-0.0020
1.2231,-0.0029,-0.0020
1.2204,-0.0027,-0.0020
1.2174,-0.0030,-0.0021
1.2149,-0.0026,-0.0021
1.2124,-0.0025,-0.0021
1.2103,-0.0021,-0.0021
1.2074,-0.0029,-0.0022
1.2043,-0.0031,-0.0022
1.2020,-0.0024,-0.0022
1.1994,-0.0026,-0.0022
1.1960,-0.0033,-0.0023
1.1930,-0.0030,-0.0023
1.1902,-0.0028,-0.0023
1.1872,-0.0031,-0.0024
1.1847,-0.0025,-0.0024
1.1811,-0.0035,-0.0024
1.1787,-0.0024,-0.0025
1.1758,-0.0029,-0.0025
1.1733,-0.0025,-0.0025
1.1708,-0.0025,-0.0025
1.1685,-0.0023,-0.0025
1.1666,-0.0020,-0.0026
1.1643,-0.0023,-0.0026
1.1621,-0.0022,-0.0026
1.1604,-0.0017,-0.0026
1.1583,-0.0021,-0.0026
1.1565,-0.0019,-0.0026
1.1546,-0.0018,-0.0026
1.1528,-0.0018,-0.0026
1.1513,-0.0015,-0.0026
1.1500,-0.0013,-0.0026
1.1488,-0.0012,-0.0026
1.1473,-0.0014,-0.0026
1.1463,-0.0010,-0.0026
1.1453,-0.0010,-0.0026
1.1441,-0.0012,-0.0026
1.1427,-0.0014,-0.0026
1.1416,-0.0011,-0.0025
1.1404,-0.0011,-0.0025
1.1393,-0.0012,-0.0025
1.1383,-0.0010,-0.0025
1.1373,-0.0010,-0.0025
1.1363,-0.0011,-0.0025
1.1352,-0.0011,-0.0025
1.1344,-0.0008,-0.0025
1.1336,-0.0008,-0.0024
1.1327,-0.0009,-0.0024
1.1319,-0.0009,-0.0024
1.1312,-0.0006,-0.0024
1.1307,-0.0005,-0.0024
1.1301,-0.0006,-0.0023
1.1294,-0.0007,-0.0023
1.1287,-0.0007,-0.0023
1.1281,-0.0005,-0.0023
1.1276,-0.0005,-0.0022
1.1273,-0.0004,-0.0022
1.1268,-0.0005,-0.0022
1.1264,-0.0004,-0.0022
1.1260,-0.0004,-0.0022
1.1255,-0.0005,-0.0021
1.1250,-0.0005,-0.0021
1.1245,-0.0005,-0.0021
1.1241,-0.0004,-0.0021
1.1237,-0.0004,-0.0020
1.1233,-0.0004,-0.0020
1.1230,-0.0002,-0.0020
1.1227,-0.0003,-0.0020
1.1224,-0.0004,-0.0019
1.1220,-0.0003,-0.0019
1.1217,-0.0003,-0.0019
1.1214,-0.0002,-0.0019
1.1212,-0.0003,-0.0018
1.1208,-0.0004,-0.0018
1.1205,-0.0003,-0.0018
1.1202,-0.0003,-0.0018
1.1199,-0.0003,-0.0018
1.1197,-0.0003,-0.0017
1.1194,-0.0003,-0.0017
1.1192,-0.0002,-0.0017
1.1189,-0.0003,-0.0016
1.1186,-0.0002,-0.0016
1.1184,-0.0002,-0.0016
1.1184,-0.0001,-0.0016
1.1182,-0.0002,-0.0015
1.1179,-0.0002,-0.0015
1.1177,-0.0002,-0.0015
1.1176,-0.0001,-0.0014
1.1175,-0.0001,-0.0014
1.1173,-0.0002,-0.0014
1.1171,-0.0002,-0.0014
1.1171,-0.0000,-0.0013
1.1170,-0.0001,-0.0013
1.1169,-0.0001,-0.0013
1.1167,-0.0002,-0.0013
1.1167,-0.0001,-0.0012
1.1166,-0.0001,-0.0012
1.1165,-0.0001,-0.0012
1.1163,-0.0002,-0.0012
1.1161,-0.0002,-0.0011
1.1160,-0.0001,-0.0011
1.1160,-0.0000,-0.0011
1.1160,-0.0000,-0.0010
1.1158,-0.0001,-0.0010
1.1157,-0.0001,-0.0010
1.1157,-0.0000,-0.0010
1.1155,-0.0001,-0.0009
1.1155,-0.0000,-0.0009
1.1154,-0.0001,-0.0009
1.1153,-0.0001,-0.0009
1.1153,-0.0000,-0.0008
1.1152,-0.0001,-0.0008
1.1152,-0.0001,-0.0008
1.1151,-0.0000,-0.0008
1.1150,-0.0001,-0.0007
1.1149,-0.0001,-0.0007
1.1149,-0.0000,-0.0007
1.1149,-0.0001,-0.0006
1.1148,-0.0001,-0.0006
1.1147,-0.0001,-0.0006
1.1146,-0.0000,-0.0006
1.1146,0.0000,-0.0005
1.1146,-0.0000,-0.0005
1.1146,-0.0000,-0.0005
1.1145,-0.0001,-0.0005
1.1145,-0.0000,-0.0005
1.1144,-0.0000,-0.0004
1.1144,-0.0000,-0.0004
1.1144,-0.0000,-0.0004
1.1143,-0.0001,-0.0004
1.1142,-0.0001,-0.0004
1.1142,-0.0000,-0.0004
1.1142,-0.0000,-0.0003
1.1141,-0.0000,-0.0003
1.1140,-0.0001,-0.0003
1.1140,-0.0000,-0.0003
1.1140,-0.0000,-0.0003
1.1140,0.0000,-0.0003
1.1139,-0.0001,-0.0003
1.1139,-0.0000,-0.0003
1.1138,-0.0000,-0.0003
1.1139,0.0000,-0.0002
1.1138,-0.0001,-0.0002
1.1138,-0.0000,-0.0002
1.1137,-0.0001,-0.0002
1.1137,-0.0000,-0.0002
1.1136,-0.0000,-0.0002
1.1136,0.0000,-0.0002
1.1136,-0.0000,-0.0002
1.1136,-0.0000,-0.0002
1.1135,-0.0001,-0.0002
1.1135,0.0000,-0.0002
1.1135,-0.0000,-0.0002
1.1135,-0.0000,-0.0002
1.1134,-0.0001,-0.0001
1.1135,0.0000,-0.0001
1.1135,0.0000,-0.0001
1.1135,0.0000,-0.0001
1.1134,-0.0000,-0.0001
1.1134,-0.0001,-0.0001
1.1134,-0.0000,-0.0001
1.1134,0.0001,-0.0001
1.1134,-0.0000,-0.0001
1.1134,-0.0000,-0.0001
1.1133,-0.0001,-0.0001
1.1133,0.0000,-0.0001
1.1133,-0.0000,-0.0001
1.1136,0.0003,-0.0001
1.1140,0.0004,-0.0001
1.1143,0.0003,-0.0001
1.1148,0.0004,-0.0001
1.1149,0.0001,-0.0001
1.1151,0.0002,-0.0001
1.1149,-0.0003,-0.0001
1.1148,-0.0001,-0.0001
1.1140,-0.0008,-0.0001
1.1135,-0.0005,-0.0001
1.1124,-0.0010,-0.0001
1.1119,-0.0005,-0.0001
1.1110,-0.0009,-0.0001
1.1104,-0.0007,-0.0001
1.1091,-0.0013,-0.0001
1.1088,-0.0002,-0.0001
1.1073,-0.0015,-0.0001
1.1060,-0.0013,-0.0001
1.1048,-0.0012,-0.0001
1.1033,-0.0014,-0.0001
1.1017,-0.0016,-0.0002
1.1000,-0.0017,-0.0002
1.0985,-0.0015,-0.0002
1.0968,-0.0017,-0.0002
1.0947,-0.0021,-0.0002
1.0932,-0.0015,-0.0002
1.0916,-0.0016,-0.0003
1.0894,-0.0022,-0.0003
1.0876,-0.0017,-0.0003
1.0860,-0.0017,-0.0003
1.0841,-0.0019,-0.0003
1.0812,-0.0029,-0.0004
1.0791,-0.0021,-0.0004
1.0766,-0.0025,-0.0004
1.0749,-0.0017,-0.0004
1.0726,-0.0023,-0.0004
1.0706,-0.0020,-0.0005
1.0687,-0.0019,-0.0005
1.0665,-0.0021,-0.0005
1.0643,-0.0023,-0.0005
1.0620,-0.0023,-0.0005
1.0598,-0.0022,-0.0006
1.0575,-0.0022,-0.0006
1.0559,-0.0016,-0.0006
1.0536,-0.0023,-0.0006
1.0510,-0.0026,-0.0006
1.0494,-0.0016,-0.0007
1.0468,-0.0026,-0.0007
1.0439,-0.0029,-0.0007
1.0416,-0.0023,-0.0007
1.0392,-0.0025,-0.0008
1.0370,-0.0022,-0.0008
1.0337,-0.0032,-0.0008
1.0318,-0.0019,-0.0008
1.0295,-0.0023,-0.0009
1.0269,-0.0026,-0.0009
1.0242,-0.0027,-0.0009
1.0212,-0.0030,-0.0009
1.0191,-0.0021,-0.0010
1.0173,-0.0018,-0.0010
1.0146,-0.0026,-0.0010
1.0121,-0.0025,-0.0010
1.0095,-0.0026,-0.0010
1.0071,-0.0025,-0.0011
1.0045,-0.0025,-0.0011
1.0022,-0.0023,-0.0011
0.9998,-0.0024,-0.0011
0.9974,-0.0025,-0.0012
0.9952,-0.0022,-0.0012
0.9933,-0.0019,-0.0012
0.9915,-0.0018,-0.0012
0.9885,-0.0030,-0.0013
0.9863,-0.0022,-0.0013
0.9839,-0.0024,-0.0013
0.9819,-0.0020,-0.0013
0.9790,-0.0029,-0.0013
0.9760,-0.0030,-0.0014
0.9734,-0.0026,-0.0014
0.9710,-0.0024,-0.0014
0.9691,-0.0019,-0.0014
0.9667,-0.0024,-0.0015
0.9644,-0.0023,-0.0015
0.9618,-0.0025,-0.0015
0.9598,-0.0020,-0.0015
0.9572,-0.0027,-0.0016
0.9548,-0.0024,-0.0016
0.9525,-0.0023,-0.0016
0.9498,-0.0027,-0.0016
0.9477,-0.0021,-0.0017
0.9458,-0.0020,-0.0017
0.9439,-0.0019,-0.0017
0.9410,-0.0029,-0.0017
0.9387,-0.0023,-0.0017
0.9362,-0.0025,-0.0018
0.9343,-0.0019,-0.0018
0.9326,-0.0017,-0.0018
0.9301,-0.0025,-0.0018
0.9276,-0.0025,-0.0019
0.9251,-0.0025,-0.0019
0.9228,-0.0023,-0.0019
0.9190,-0.0038,-0.0019
0.9163,-0.0027,-0.0020
0.9130,-0.0033,-0.0020
0.9100,-0.0030,-0.0020
0.9066,-0.0034,-0.0021
0.9042,-0.0024,-0.0021
0.9017,-0.0026,-0.0021
0.8994,-0.0022,-0.0022
0.8971,-0.0023,-0.0022
0.8946,-0.0025,-0.0022
0.8928,-0.0018,-0.0022
0.8908,-0.0020,-0.0022
0.8889,-0.0020,-0.0022
0.8867,-0.0022,-0.0022
0.8848,-0.0020,-0.0022
0.8829,-0.0019,-0.0023
0.8811,-0.0018,-0.0023
0.8797,-0.0014,-0.0023
0.8783,-0.0015,-0.0023
0.8770,-0.0013,-0.0023
0.8757,-0.0013,-0.0023
0.8743,-0.0014,-0.0023
0.8733,-0.0011,-0.0023
0.8721,-0.0012,-0.0022
0.8708,-0.0013,-0.0022
0.8698,-0.0010,-0.0022
0.8687,-0.0011,-0.0022
0.8676,-0.0011,-0.0022
0.8666,-0.0010,-0.0022
0.8659,-0.0006,-0.0022
0.8650,-0.0009,-0.0022
0.8642,-0.0008,-0.0022
0.8634,-0.0008,-0.0022
0.8626,-0.0008,-0.0021
0.8617,-0.0009,-0.0021
0.8611,-0.0006,-0.0021
0.8603,-0.0007,-0.0021
0.8596,-0.0008,-0.0021
0.8589,-0.0006,-0.0021
0.8582,-0.0007,-0.0021
0.8576,-0.0006,-0.0020
0.8569,-0.0006,-0.0020
0.8563,-0.0006,-0.0020
0.8557,-0.0005,-0.0020
0.8551,-0.0006,-0.0020
0.8547,-0.0005,-0.0020
0.8542,-0.0005,-0.0020
0.8537,-0.0005,-0.0019
0.8533,-0.0004,-0.0019
0.8528,-0.0004,-0.0019
0.8524,-0.0004,-0.0019
0.8520,-0.0004,-0.0018
0.8518,-0.0002,-0.0018
0.8513,-0.0005,-0.0018
0.8509,-0.0004,-0.0018
0.8507,-0.0002,-0.0018
0.8505,-0.0002,-0.0017
0.8502,-0.0003,-0.0017
0.8498,-0.0004,-0.0017
0.8496,-0.0002,-0.0017
0.8495,-0.0002,-0.0017
0.8493,-0.0001,-0.0016
0.8490,-0.0003,-0.0016
0.8487,-0.0003,-0.0016
0.8485,-0.0002,-0.0016
0.8483,-0.0002,-0.0015
0.8480,-0.0003,-0.0015
0.8477,-0.0003,-0.0015
0.8476,-0.0002,-0.0015
0.8474,-0.0002,-0.0015
0.8472,-0.0002,-0.0014
0.8470,-0.0002,-0.0014
0.8469,-0.0000,-0.0014
0.8468,-0.0002,-0.0014
0.8465,-0.0002,-0.0014
0.8464,-0.0001,-0.0013
0.8463,-0.0001,-0.0013
0.8461,-0.0002,-0.0013
0.8459,-0.0002,-0.0013
0.8458,-0.0001,-0.0012
0.8457,-0.0001,-0.0012
0.8456,-0.0001,-0.0012
0.8454,-0.0002,-0.0012
0.8453,-0.0001,-0.0011
0.8452,-0.0001,-0.0011
0.8451,-0.0001,-0.0011
0.8450,-0.0001,-0.0011
0.8449,-0.0001,-0.0010
0.8449,-0.0000,-0.0010
0.8448,-0.0001,-0.0010
0.8447,-0.0001,-0.0010
0.8446,-0.0001,-0.0010
0.8445,-0.0001,-0.0009
0.8444,-0.0001,-0.0009
0.8443,-0.0001,-0.0009
0.8443,-0.0000,-0.0009
0.8443,-0.0000,-0.0009
0.8442,-0.0000,-0.0008
0.8442,-0.0001,-0.0008
0.8441,-0.0001,-0.0008
0.8440,-0.0001,-0.0007
0.8439,-0.0001,-0.0007
0.8438,-0.0001,-0.0007
0.8437,-0.0001,-0.0007
0.8437,-0.0001,-0.0006
0.8437,0.0000,-0.0006
0.8437,-0.0000,-0.0006
0.8436,-0.0001,-0.0006
0.8436,-0.0000,-0.0005
0.8436,0.0000,-0.0005
0.8435,-0.0001,-0.0005
0.8434,-0.0001,-0.0005
0.8435,0.0000,-0.0005
0.8435,0.0000,-0.0004
0.8434,-0.0001,-0.0004
0.8433,-0.0000,-0.0004
0.8433,-0.0000,-0.0004
0.8433,0.0000,-0.0004
0.8432,-0.0001,-0.0004
0.8432,-0.0000,-0.0003
0.8431,-0.0000,-0.0003
0.8431,-0.0000,-0.0003
0.8430,-0.0001,-0.0003
0.8430,-0.0000,-0.0003
0.8430,-0.0000,-0.0003
0.8430,-0.0000,-0.0003
0.8429,-0.0001,-0.0003
0.8429,-0.0000,-0.0002
0.8429,-0.0000,-0.0002
0.8429,0.0000,-0.0002
0.8428,-0.0001,-0.0002
0.8428,-0.0000,-0.0002
0.8428,0.0000,-0.0002
0.8428,-0.0000,-0.0002
0.8428,0.0000,-0.0002
0.8427,-0.0001,-0.0002
0.8427,-0.0000,-0.0002
0.8427,-0.0000,-0.0002
0.8427,-0.0000,-0.0002
0.8426,-0.0000,-0.0002
0.8426,-0.0000,-0.0001
0.8426,-0.0000,-0.0001
0.8426,0.0000,-0.0001
0.8425,-0.0001,-0.0001
0.8425,-0.0000,-0.0001
0.8425,-0.0000,-0.0001
0.8425,0.0000,-0.0001
0.8425,-0.0000,-0.0001
0.8425,-0.0000,-0.0001
0.8424,-0.0000,-0.0001
0.8425,0.0000,-0.0001
0.8424,-0.0000,-0.0001
0.8431,0.0007,-0.0001
0.8438,0.0007,-0.0001
0.8447,0.0009,-0.0001
0.8452,0.0005,-0.0001
0.8462,0.0010,-0.0000
0.8465,0.0004,-0.0000
0.8472,0.0007,-0.0000
0.8471,-0.0001,-0.0000
0.8474,0.0003,-0.0000
0.8471,-0.0003,-0.0000
0.8468,-0.0004,-0.0000
0.8472,0.0005,-0.0000
0.8469,-0.0004,-0.0000
0.8459,-0.0010,-0.0000
0.8452,-0.0007,-0.0000
0.8446,-0.0005,-0.0000
0.8440,-0.0006,-0.0000
0.8435,-0.0006,-0.0000
0.8431,-0.0004,-0.0000
0.8427,-0.0004,-0.0000
0.8415,-0.0012,-0.0001
0.8403,-0.0012,-0.0001
0.8388,-0.0015,-0.0001
0.8377,-0.0011,-0.0001
0.8360,-0.0017,-0.0001
0.8349,-0.0011,-0.0001
0.8337,-0.0011,-0.0001
0.8329,-0.0008,-0.0001
0.8319,-0.0010,-0.0001
0.8306,-0.0013,-0.0001
0.8295,-0.0012,-0.0002
0.8282,-0.0013,-0.0002
0.8267,-0.0015,-0.0002
0.8254,-0.0013,-0.0002
0.8245,-0.0009,-0.0002
0.8228,-0.0017,-0.0002
0.8221,-0.0007,-0.0002
0.8200,-0.0021,-0.0002
0.8182,-0.0018,-0.0003
0.8167,-0.0014,-0.0003
0.8156,-0.0012,-0.0003
0.8138,-0.0018,-0.0003
0.8118,-0.0020,-0.0003
0.8103,-0.0015,-0.0003
0.8090,-0.0013,-0.0004
0.8072,-0.0018,-0.0004
0.8053,-0.0019,-0.0004
0.8029,-0.0024,-0.0004
0.8014,-0.0015,-0.0004
0.7994,-0.0020,-0.0004
0.7976,-0.0019,-0.0005
0.7960,-0.0015,-0.0005
0.7951,-0.0010,-0.0005
0.7934,-0.0017,-0.0005
0.7913,-0.0021,-0.0005
0.7892,-0.0021,-0.0005
0.7881,-0.0011,-0.0006
0.7861,-0.0020,-0.0006
0.7843,-0.0018,-0.0006
0.7833,-0.0010,-0.0006
0.7811,-0.0022,-0.0006
0.7798,-0.0013,-0.0006
0.7780,-0.0018,-0.0007
0.7765,-0.0014,-0.0007
0.7748,-0.0017,-0.0007
0.7735,-0.0013,-0.0007
0.7714,-0.0021,-0.0007
0.7695,-0.0019,-0.0007
0.7683,-0.0012,-0.0007
0.7669,-0.0014,-0.0008
0.7654,-0.0014,-0.0008
0.7628,-0.0027,-0.0008
0.7607,-0.0021,-0.0008
0.7591,-0.0015,-0.0008
0.7574,-0.0017,-0.0009
0.7555,-0.0020,-0.0009
0.7533,-0.0021,-0.0009
0.7504,-0.0030,-0.0009
0.7485,-0.0018,-0.0009
0.7469,-0.0016,-0.0010
0.7446,-0.0023,-0.0010
0.7429,-0.0017,-0.0010
0.7407,-0.0022,-0.0010
0.7387,-0.0021,-0.0010
0.7366,-0.0020,-0.0011
0.7353,-0.0013,-0.0011
0.7339,-0.0014,-0.0011
0.7326,-0.0013,-0.0011
0.7312,-0.0015,-0.0011
0.7297,-0.0015,-0.0011
0.7280,-0.0017,-0.0011
0.7258,-0.0022,-0.0012
0.7238,-0.0020,-0.0012
0.7222,-0.0016,-0.0012
0.7207,-0.0014,-0.0012
0.7191,-0.0017,-0.0012
0.7173,-0.0018,-0.0013
0.7158,-0.0015,-0.0013
0.7139,-0.0019,-0.0013
0.7128,-0.0011,-0.0013
0.7109,-0.0019,-0.0013
0.7083,-0.0026,-0.0014
0.7061,-0.0022,-0.0014
0.7037,-0.0024,-0.0014
0.7012,-0.0025,-0.0014
0.6986,-0.0026,-0.0015
0.6963,-0.0023,-0.0015
0.6939,-0.0024,-0.0015
0.6918,-0.0021,-0.0016
0.6899,-0.0019,-0.0016
0.6880,-0.0019,-0.0016
0.6868,-0.0012,-0.0016
0.6853,-0.0016,-0.0016
0.6839,-0.0014,-0.0016
0.6831,-0.0008,-0.0016
0.6814,-0.0017,-0.0016
0.6805,-0.0009,-0.0016
0.6794,-0.0011,-0.0016
0.6785,-0.0009,-0.0016
0.6772,-0.0013,-0.0017
0.6763,-0.0009,-0.0017
0.6756,-0.0007,-0.0016
0.6748,-0.0008,-0.0016
0.6740,-0.0008,-0.0016
0.6733,-0.0007,-0.0016
0.6723,-0.0010,-0.0016
0.6715,-0.0008,-0.0016
0.6708,-0.0007,-0.0016
0.6701,-0.0007,-0.0016
0.6696,-0.0005,-0.0016
0.6691,-0.0005,-0.0016
0.6685,-0.0006,-0.0016
0.6684,-0.0002,-0.0016
0.6679,-0.0005,-0.0016
0.6674,-0.0005,-0.0016
0.6669,-0.0004,-0.0016
0.6667,-0.0002,-0.0016
0.6662,-0.0004,-0.0015
0.6658,-0.0005,-0.0015
0.6654,-0.0004,-0.0015
0.6651,-0.0003,-0.0015
0.6647,-0.0004,-0.0015
0.6644,-0.0003,-0.0015
0.6642,-0.0002,-0.0015
0.6639,-0.0003,-0.0015
0.6637,-0.0002,-0.0014
0.6634,-0.0002,-0.0014
0.6633,-0.0001,-0.0014
0.6631,-0.0002,-0.0014
0.6630,-0.0001,-0.0014
0.6628,-0.0001,-0.0013
0.6626,-0.0002,-0.0013
0.6625,-0.0001,-0.0013
0.6624,-0.0002,-0.0013
0.6622,-0.0002,-0.0013
0.6621,-0.0000,-0.0013
0.6620,-0.0001,-0.0013
0.6620,-0.0000,-0.0012
0.6619,-0.0001,-0.0012
0.6618,-0.0001,-0.0012
0.6616,-0.0002,-0.0012
0.6615,-0.0001,-0.0012
0.6613,-0.0001,-0.0012
0.6612,-0.0002,-0.0012
0.6611,-0.0001,-0.0011
0.6610,-0.0001,-0.0011
0.6608,-0.0001,-0.0011
0.6608,-0.0000,-0.0011
0.6607,-0.0001,-0.0011
0.6607,0.0000,-0.0011
0.6607,0.0000,-0.0010
0.6606,-0.0001,-0.0010
0.6605,-0.0001,-0.0010
0.6605,-0.0001,-0.0010
0.6604,-0.0001,-0.0010
0.6603,-0.0000,-0.0010
0.6602,-0.0001,-0.0009
0.6602,-0.0001,-0.0009
0.6601,-0.0001,-0.0009
0.6600,-0.0001,-0.0009
0.6600,-0.0001,-0.0008
0.6599,-0.0001,-0.0008
0.6598,-0.0001,-0.0008
0.6598,-0.0001,-0.0008
0.6598,-0.0000,-0.0008
0.6597,-0.0001,-0.0008
0.6597,-0.0000,-0.0007
0.6596,-0.0000,-0.0007
0.6596,-0.0000,-0.0007
0.6595,-0.0000,-0.0007
0.6595,0.0000,-0.0007
0.6595,-0.0000,-0.0007
0.6595,-0.0000,-0.0006
0.6594,-0.0000,-0.0006
0.6594,0.0000,-0.0006
0.6595,0.0000,-0.0006
0.6594,-0.0000,-0.0006
0.6594,-0.0000,-0.0006
0.6594,-0.0000,-0.0005
0.6593,-0.0000,-0.0005
0.6593,-0.0000,-0.0005
0.6593,-0.0000,-0.0005
0.6593,-0.0000,-0.0005
0.6592,-0.0000,-0.0004
0.6592,-0.0000,-0.0004
0.6592,-0.0000,-0.0004
0.6592,-0.0000,-0.0004
0.6592,-0.0000,-0.0003
0.6591,-0.0000,-0.0003
0.6591,-0.0000,-0.0003
0.6591,-0.0000,-0.0003
0.6591,-0.0000,-0.0003
0.6591,-0.0000,-0.0003
0.6591,-0.0000,-0.0002
0.6591,0.0000,-0.0002
0.6591,-0.0000,-0.0002
0.6591,-0.0000,-0.0002
0.6591,-0.0000,-0.0002
0.6591,-0.0000,-0.0002
0.6590,-0.0000,-0.0002
0.6590,-0.0000,-0.0002
0.6591,0.0000,-0.0002
0.6591,-0.0000,-0.0002
0.6590,-0.0000,-0.0001
0.6590,-0.0000,-0.0001
0.6590,-0.0000,-0.0001
0.6590,-0.0000,-0.0001
0.6590,-0.0000,-0.0001
0.6590,-0.0000,-0.0001
0.6590,-0.0000,-0.0001
0.6590,-0.0000,-0.0001
0.6590,-0.0000,-0.0001
